12.772880	12.772880	b
13.564295	13.564295	b
14.365201	14.365201	b
14.760908	14.760908	b
15.137633	15.137633	b
15.542102	15.542102	b
15.931969	15.931969	b
16.716083	16.716083	b
17.130042	17.130042	b
17.920727	17.920727	b
18.313514	18.313514	b
19.103469	19.103469	b
19.913866	19.913866	b
20.296431	20.296431	b
21.460191	21.460191	b
21.854803	21.854803	b
22.258907	22.258907	b
22.841516	22.841516	b
23.443108	23.443108	b
23.838816	23.838816	b
24.233063	24.233063	b
24.634611	24.634611	b
25.023018	25.023018	b
25.420185	25.420185	b
26.185317	26.185317	b
26.997174	26.997174	b
27.391421	27.391421	b
27.775447	27.775447	b
28.175535	28.175535	b
28.569783	28.569783	b
29.348056	29.348056	b
29.764206	29.764206	b
30.922124	30.922124	b
31.732522	31.732522	b
32.503494	32.503494	b
33.315351	33.315351	b
33.694997	33.694997	b
34.092164	34.092164	b
34.495172	34.495172	b
34.880659	34.880659	b
35.464729	35.464729	b
36.057560	36.057560	b
36.866497	36.866497	b
37.240301	37.240301	b
37.637469	37.637469	b
37.830212	37.830212	b
38.028796	38.028796	b
38.814370	38.814370	b
39.605785	39.605785	b
40.008793	40.008793	b
40.403040	40.403040	b
40.811889	40.811889	b
41.200296	41.200296	b
41.582862	41.582862	b
41.977109	41.977109	b
42.388878	42.388878	b
43.183213	43.183213	b
43.554098	43.554098	b
44.152769	44.152769	b
44.346973	44.346973	b
45.139848	45.139848	b
45.534095	45.534095	b
46.340111	46.340111	b
46.716837	46.716837	b
47.115464	47.115464	b
47.519933	47.519933	b
48.109843	48.109843	b
48.705595	48.705595	b
50.695083	50.695083	b
51.486498	51.486498	b
52.287404	52.287404	b
52.683111	52.683111	b
53.059837	53.059837	b
53.464305	53.464305	b
53.854172	53.854172	b
54.638286	54.638286	b
55.052245	55.052245	b
55.842930	55.842930	b
56.235717	56.235717	b
57.025672	57.025672	b
57.836069	57.836069	b
58.218635	58.218635	b
59.382394	59.382394	b
59.777006	59.777006	b
60.181110	60.181110	b
60.763719	60.763719	b
61.365311	61.365311	b
61.761019	61.761019	b
62.155266	62.155266	b
62.556814	62.556814	b
62.945221	62.945221	b
63.342388	63.342388	b
64.107520	64.107520	b
64.919377	64.919377	b
65.313624	65.313624	b
65.697650	65.697650	b
66.097738	66.097738	b
66.491986	66.491986	b
67.270259	67.270259	b
67.686409	67.686409	b
68.844327	68.844327	b
69.654725	69.654725	b
70.425697	70.425697	b
71.237554	71.237554	b
71.617200	71.617200	b
72.014367	72.014367	b
72.417376	72.417376	b
72.802862	72.802862	b
73.386932	73.386932	b
73.979763	73.979763	b
74.788700	74.788700	b
75.162504	75.162504	b
75.559672	75.559672	b
75.752415	75.752415	b
75.950999	75.950999	b
76.736573	76.736573	b
77.527988	77.527988	b
77.930996	77.930996	b
78.325243	78.325243	b
78.734092	78.734092	b
79.122499	79.122499	b
79.505065	79.505065	b
79.899312	79.899312	b
80.311081	80.311081	b
81.105416	81.105416	b
81.476301	81.476301	b
82.074972	82.074972	b
82.269176	82.269176	b
83.062051	83.062051	b
83.456298	83.456298	b
84.262315	84.262315	b
84.639040	84.639040	b
85.037667	85.037667	b
85.442136	85.442136	b
86.032047	86.032047	b
86.627798	86.627798	b
87.376868	87.376868	b
87.800318	87.800318	b
88.585892	88.585892	b
89.345000	89.345000	b
90.139519	90.139519	b
90.530845	90.530845	b
90.962327	90.962327	b
91.368256	91.368256	b
91.747171	91.747171	b
92.522524	92.522524	b
92.934293	92.934293	b
93.724248	93.724248	b
94.117765	94.117765	b
94.708406	94.708406	b
94.899689	94.899689	b
95.694024	95.694024	b
96.094112	96.094112	b
96.900129	96.900129	b
97.281234	97.281234	b
97.662340	97.662340	b
98.056587	98.056587	b
98.649418	98.649418	b
99.237869	99.237869	b
126.492034	126.492034	b
127.279068	127.279068	b
128.079609	128.079609	b
128.865548	128.865548	b
129.652582	129.652582	b
130.439617	130.439617	b
131.240157	131.240157	b
132.026097	132.026097	b
132.814591	132.814591	b
133.601625	133.601625	b
134.402166	134.402166	b
135.188105	135.188105	b
135.975140	135.975140	b
136.762174	136.762174	b
137.562715	137.562715	b
138.348654	138.348654	b
139.116706	139.116706	b
139.903740	139.903740	b
140.704281	140.704281	b
141.490220	141.490220	b
142.277255	142.277255	b
143.064289	143.064289	b
143.864830	143.864830	b
144.650769	144.650769	b
145.439263	145.439263	b
146.226298	146.226298	b
147.026839	147.026839	b
147.812778	147.812778	b
148.599812	148.599812	b
149.386846	149.386846	b
150.187387	150.187387	b
150.973326	150.973326	b
151.738458	151.738458	b
152.525492	152.525492	b
153.326033	153.326033	b
154.111972	154.111972	b
154.899007	154.899007	b
155.686041	155.686041	b
156.486582	156.486582	b
157.272521	157.272521	b
158.061016	158.061016	b
158.848050	158.848050	b
159.648591	159.648591	b
160.434530	160.434530	b
161.221564	161.221564	b
162.008598	162.008598	b
162.809139	162.809139	b
163.595078	163.595078	b
164.363130	164.363130	b
165.150165	165.150165	b
165.950706	165.950706	b
166.736645	166.736645	b
167.523679	167.523679	b
168.310713	168.310713	b
169.111254	169.111254	b
169.897193	169.897193	b
170.685688	170.685688	b
171.472722	171.472722	b
172.273263	172.273263	b
173.059202	173.059202	b
173.846237	173.846237	b
174.633271	174.633271	b
175.433812	175.433812	b
176.219751	176.219751	b
177.010436	177.010436	b
177.797470	177.797470	b
178.598011	178.598011	b
179.383950	179.383950	b
180.170984	180.170984	b
180.958019	180.958019	b
181.758559	181.758559	b
182.544499	182.544499	b
183.332993	183.332993	b
184.120027	184.120027	b
184.920568	184.920568	b
185.706507	185.706507	b
186.493542	186.493542	b
187.280576	187.280576	b
188.081117	188.081117	b
188.867056	188.867056	b
189.635108	189.635108	b
190.422142	190.422142	b
191.222683	191.222683	b
192.008622	192.008622	b
192.795657	192.795657	b
193.582691	193.582691	b
194.383232	194.383232	b
195.169171	195.169171	b
195.957665	195.957665	b
196.744700	196.744700	b
197.545241	197.545241	b
198.331180	198.331180	b
199.118214	199.118214	b
199.905248	199.905248	b
200.705789	200.705789	b
201.491728	201.491728	b
202.256860	202.256860	b
203.043894	203.043894	b
203.844435	203.844435	b
204.630374	204.630374	b
205.417409	205.417409	b
206.204443	206.204443	b
207.004984	207.004984	b
207.790923	207.790923	b
208.579418	208.579418	b
209.366452	209.366452	b
210.166993	210.166993	b
210.952932	210.952932	b
211.739966	211.739966	b
212.527000	212.527000	b
213.327541	213.327541	b
214.113481	214.113481	b
214.881533	214.881533	b
215.668567	215.668567	b
216.469108	216.469108	b
217.255047	217.255047	b
218.042081	218.042081	b
218.829115	218.829115	b
219.629656	219.629656	b
220.415596	220.415596	b
221.204090	221.204090	b
221.991124	221.991124	b
222.791665	222.791665	b
223.577604	223.577604	b
224.364639	224.364639	b
225.151673	225.151673	b
225.952214	225.952214	b
226.738153	226.738153	b
226.952799	226.952799	b
227.147002	227.147002	b
227.333904	227.333904	b
227.528108	227.528108	b
228.330474	228.330474	b
229.118968	229.118968	b
229.906002	229.906002	b
230.706543	230.706543	b
231.492483	231.492483	b
232.279517	232.279517	b
233.066551	233.066551	b
233.858696	233.858696	b
234.647190	234.647190	b
235.434225	235.434225	b
236.234766	236.234766	b
236.595064	236.595064	b
237.020705	237.020705	b
237.807739	237.807739	b
238.594773	238.594773	b
239.386918	239.386918	b
239.970988	239.970988	b
240.064439	240.064439	b
240.163731	240.163731	b
240.955146	240.955146	b
241.756052	241.756052	b
242.151759	242.151759	b
242.528485	242.528485	b
242.932953	242.932953	b
243.322820	243.322820	b
244.106934	244.106934	b
244.520893	244.520893	b
245.311578	245.311578	b
245.704365	245.704365	b
246.494320	246.494320	b
247.304717	247.304717	b
247.687283	247.687283	b
248.851042	248.851042	b
249.245654	249.245654	b
249.649758	249.649758	b
250.232368	250.232368	b
250.833960	250.833960	b
251.229667	251.229667	b
251.623914	251.623914	b
252.025462	252.025462	b
252.413869	252.413869	b
252.811036	252.811036	b
253.576168	253.576168	b
254.388025	254.388025	b
254.782273	254.782273	b
255.166299	255.166299	b
255.566387	255.566387	b
255.960634	255.960634	b
256.552735	256.552735	b
257.155057	257.155057	b
257.551494	257.551494	b
257.928219	257.928219	b
258.328307	258.328307	b
258.719634	258.719634	b
259.116802	259.116802	b
259.884854	259.884854	b
260.308305	260.308305	b
261.088038	261.088038	b
261.473524	261.473524	b
261.856090	261.856090	b
262.267859	262.267859	b
262.849009	262.849009	b
263.465203	263.465203	b
265.410156	265.410156	b
266.201571	266.201571	b
267.002477	267.002477	b
267.398184	267.398184	b
267.774909	267.774909	b
268.179378	268.179378	b
268.569244	268.569244	b
269.353358	269.353358	b
269.767318	269.767318	b
270.558368	270.558368	b
270.950790	270.950790	b
271.254506	271.254506	b
271.550556	271.550556	b
271.656419	271.656419	b
271.751330	271.751330	b
272.532889	272.532889	b
273.330145	273.330145	b
273.706870	273.706870	b
274.097467	274.097467	b
274.492079	274.492079	b
274.896182	274.896182	b
275.478792	275.478792	b
276.080384	276.080384	b
276.875449	276.875449	b
277.284298	277.284298	b
277.379210	277.379210	b
277.478502	277.478502	b
277.576333	277.576333	b
277.674895	277.674895	b
277.769806	277.769806	b
277.867638	277.867638	b
277.983722	277.983722	b
278.063667	278.063667	b
278.855081	278.855081	b
279.655987	279.655987	b
280.051695	280.051695	b
280.428420	280.428420	b
280.832888	280.832888	b
281.222755	281.222755	b
282.006869	282.006869	b
282.415353	282.415353	b
283.195086	283.195086	b
283.603935	283.603935	b
283.698847	283.698847	b
283.798139	283.798139	b
283.895970	283.895970	b
283.994532	283.994532	b
284.089444	284.089444	b
284.187275	284.187275	b
284.303359	284.303359	b
284.383304	284.383304	b
285.067031	285.067031	b
285.560570	285.560570	b
286.349064	286.349064	b
286.734550	286.734550	b
287.122957	287.122957	b
287.540567	287.540567	b
